country,date,Unnamed: 0,Confirmed,Deaths,Last Update,Latitude,Longitude,province,Recovered,name,pop2020,confirmed_percent,% Confirmed
Australia,2020-02-15,1536,4.0,0.0,2020-02-13T17:53:03,,,Victoria,4.0,Australia,25499.884,1.5686345867298847e-07,1.5686345867298846e-05
Australia,2020-02-15,1541,2.0,0.0,2020-02-02T22:33:07,,,South Australia,0.0,Australia,25499.884,7.843172933649423e-08,7.843172933649423e-06
Australia,2020-02-16,1609,5.0,0.0,2020-02-09T19:33:02,,,Queensland,0.0,Australia,25499.884,1.9607932334123559e-07,1.9607932334123557e-05
Australia,2020-02-16,1610,4.0,0.0,2020-02-13T17:53:03,,,New South Wales,4.0,Australia,25499.884,1.5686345867298847e-07,1.5686345867298846e-05
Australia,2020-02-16,1611,4.0,0.0,2020-02-13T17:53:03,,,Victoria,4.0,Australia,25499.884,1.5686345867298847e-07,1.5686345867298846e-05
Australia,2020-02-16,1616,2.0,0.0,2020-02-02T22:33:07,,,South Australia,0.0,Australia,25499.884,7.843172933649423e-08,7.843172933649423e-06
Australia,2020-02-17,1684,5.0,0.0,2020-02-09T19:33:02,,,Queensland,0.0,Australia,25499.884,1.9607932334123559e-07,1.9607932334123557e-05
Australia,2020-02-17,1686,4.0,0.0,2020-02-13T17:53:03,,,New South Wales,4.0,Australia,25499.884,1.5686345867298847e-07,1.5686345867298846e-05
Australia,2020-02-17,1687,4.0,0.0,2020-02-13T17:53:03,,,Victoria,4.0,Australia,25499.884,1.5686345867298847e-07,1.5686345867298846e-05
Australia,2020-02-17,1691,2.0,0.0,2020-02-17T08:13:09,,,South Australia,2.0,Australia,25499.884,7.843172933649423e-08,7.843172933649423e-06
