country,date,Unnamed: 0,Confirmed,Deaths,Last Update,Latitude,Longitude,province,Recovered,name,pop2020,confirmed_percent,% Confirmed,confirmed_per_Thousand,mortality_percent,% Mortality,% Death,active,active_percent,% Active,active_per_Thousand,recovered_per_Thousand,recovered_percent,% Recovered,days1,days100
Mainland China,2020-02-04,709,155.0,2.0,2020-02-04T07:43:01,,,Heilongjiang,4.0,Mainland China,1439323.7759999998,1.0768945985923881e-07,1.0768945985923876e-05,0.00010768945985923879,0.012903225806451613,1.2903225806451613,8.964783338958483e-10,151.0,1.0491037702416166e-07,1.0491037702416167e-05,0.00010491037702416166,2.7790828350771303e-06,2.7790828350771302e-09,2.77908283507713e-07,14,14 days 00:00:00.000000000
Mainland China,2020-02-04,710,142.0,0.0,2020-02-04T12:33:02,,,Shaanxi,2.0,Mainland China,1439323.7759999998,9.865744064523812e-08,9.86574406452381e-06,9.865744064523813e-05,0.0,0.0,0.0,140.0,9.726789922769957e-08,9.726789922769957e-06,9.726789922769956e-05,1.3895414175385651e-06,1.3895414175385651e-09,1.389541417538565e-07,14,14 days 00:00:00.000000000
Mainland China,2020-02-04,711,139.0,0.0,2020-02-04T05:53:01,,,Guangxi,10.0,Mainland China,1439323.7759999998,9.657312851893025e-08,9.657312851893029e-06,9.657312851893026e-05,0.0,0.0,0.0,129.0,8.962542143123745e-08,8.962542143123744e-06,8.962542143123744e-05,6.947707087692825e-06,6.947707087692825e-09,6.947707087692826e-07,14,14 days 00:00:00.000000000
Mainland China,2020-02-04,712,126.0,1.0,2020-02-04T08:53:01,,,Hebei,4.0,Mainland China,1439323.7759999998,8.75411093049296e-08,8.754110930492959e-06,8.754110930492959e-05,0.007936507936507936,0.7936507936507936,5.514053244200656e-10,122.0,8.476202646985246e-08,8.476202646985248e-06,8.476202646985246e-05,2.7790828350771303e-06,2.7790828350771302e-09,2.77908283507713e-07,14,14 days 00:00:00.000000000
Mainland China,2020-02-04,713,122.0,0.0,2020-02-04T23:23:02,,,Yunnan,5.0,Mainland China,1439323.7759999998,8.476202646985246e-08,8.476202646985248e-06,8.476202646985246e-05,0.0,0.0,0.0,117.0,8.128817292600606e-08,8.128817292600604e-06,8.128817292600606e-05,3.4738535438464125e-06,3.4738535438464126e-09,3.473853543846413e-07,14,14 days 00:00:00.000000000
Mainland China,2020-02-05,765,19665.0,549.0,2020-02-05T23:13:12,,,Hubei,633.0,Mainland China,1439323.7759999998,1.366266598794794e-05,0.001366266598794794,0.013662665987947941,0.027917620137299773,2.791762013729977,1.939634472994336e-09,19032.0,1.3222876129296985e-05,0.0013222876129296984,0.013222876129296984,0.0004397898586509558,4.3978985865095584e-07,4.3978985865095585e-05,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,766,895.0,0.0,2020-02-05T13:23:04,,,Guangdong,49.0,Mainland China,1439323.7759999998,6.218197843485078e-07,6.218197843485078e-05,0.0006218197843485077,0.0,0.0,0.0,846.0,5.87776019618813e-07,5.87776019618813e-05,0.000587776019618813,3.4043764729694844e-05,3.4043764729694844e-08,3.4043764729694844e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,767,895.0,0.0,2020-02-05T15:13:02,,,Zhejiang,78.0,Mainland China,1439323.7759999998,6.218197843485078e-07,6.218197843485078e-05,0.0006218197843485077,0.0,0.0,0.0,817.0,5.676276690645039e-07,5.6762766906450376e-05,0.0005676276690645037,5.419211528400404e-05,5.419211528400403e-08,5.4192115284004035e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,768,764.0,2.0,2020-02-05T15:03:02,,,Henan,47.0,Mainland China,1439323.7759999998,5.308048214997318e-07,5.3080482149973186e-05,0.0005308048214997318,0.002617801047120419,0.2617801047120419,1.8187714889248236e-10,717.0,4.981505981875754e-07,4.981505981875756e-05,0.0004981505981875755,3.265422331215628e-05,3.2654223312156275e-08,3.265422331215628e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,769,661.0,0.0,2020-02-05T15:23:02,,,Hunan,54.0,Mainland China,1439323.7759999998,4.592434384964957e-07,4.592434384964958e-05,0.0004592434384964957,0.0,0.0,0.0,607.0,4.217258202229545e-07,4.217258202229545e-05,0.0004217258202229545,3.751761827354125e-05,3.7517618273541246e-08,3.7517618273541253e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,770,548.0,0.0,2020-02-05T01:33:07,,,Jiangxi,27.0,Mainland China,1439323.7759999998,3.807343484055668e-07,3.8073434840556676e-05,0.0003807343484055668,0.0,0.0,0.0,521.0,3.6197553926879615e-07,3.619755392687962e-05,0.0003619755392687962,1.8758809136770625e-05,1.8758809136770623e-08,1.8758809136770629e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,771,530.0,0.0,2020-02-05T13:43:02,,,Anhui,23.0,Mainland China,1439323.7759999998,3.6822847564771967e-07,3.6822847564771975e-05,0.0003682284756477197,0.0,0.0,0.0,507.0,3.522487493460262e-07,3.522487493460262e-05,0.0003522487493460262,1.5979726301693498e-05,1.5979726301693502e-08,1.59797263016935e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,772,389.0,2.0,2020-02-05T23:43:02,,,Chongqing,15.0,Mainland China,1439323.7759999998,2.702658057112509e-07,2.702658057112509e-05,0.00027026580571125087,0.005141388174807198,0.5141388174807198,3.5720859062688046e-10,374.0,2.5984424507971165e-07,2.5984424507971165e-05,0.00025984424507971164,1.0421560631539237e-05,1.0421560631539238e-08,1.0421560631539238e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,773,341.0,0.0,2020-02-05T12:43:02,,,Jiangsu,23.0,Mainland China,1439323.7759999998,2.3691681169032532e-07,2.369168116903253e-05,0.0002369168116903253,0.0,0.0,0.0,318.0,2.2093708538863182e-07,2.209370853886318e-05,0.00022093708538863184,1.5979726301693498e-05,1.5979726301693502e-08,1.59797263016935e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,774,307.0,0.0,2020-02-05T10:13:13,,,Shandong,15.0,Mainland China,1439323.7759999998,2.132946075921697e-07,2.1329460759216973e-05,0.0002132946075921697,0.0,0.0,0.0,292.0,2.0287304696063052e-07,2.028730469606305e-05,0.0002028730469606305,1.0421560631539237e-05,1.0421560631539238e-08,1.0421560631539238e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,775,301.0,1.0,2020-02-05T10:13:13,,,Sichuan,24.0,Mainland China,1439323.7759999998,2.0912598333955397e-07,2.09125983339554e-05,0.000209125983339554,0.003322259136212625,0.3322259136212625,2.3082083347816692e-10,277.0,1.9245148632909125e-07,1.9245148632909125e-05,0.00019245148632909123,1.667449701046278e-05,1.6674497010462783e-08,1.6674497010462782e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,776,253.0,1.0,2020-02-05T05:43:02,,,Beijing,24.0,Mainland China,1439323.7759999998,1.7577698931862848e-07,1.7577698931862847e-05,0.0001757769893186285,0.003952569169960474,0.3952569169960474,2.746129283673053e-10,229.0,1.591024923081657e-07,1.5910249230816573e-05,0.0001591024923081657,1.667449701046278e-05,1.6674497010462783e-08,1.6674497010462782e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,777,243.0,1.0,2020-02-05T06:23:04,,,Shanghai,15.0,Mainland China,1439323.7759999998,1.6882928223093564e-07,1.6882928223093564e-05,0.00016882928223093565,0.00411522633744856,0.41152263374485604,2.859138719215154e-10,228.0,1.584077215993964e-07,1.584077215993964e-05,0.00015840772159939642,1.0421560631539237e-05,1.0421560631539238e-08,1.0421560631539238e-06,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,778,205.0,0.0,2020-02-05T12:33:01,,,Fujian,11.0,Mainland China,1439323.7759999998,1.4242799529770288e-07,1.4242799529770291e-05,0.0001424279952977029,0.0,0.0,0.0,194.0,1.347855175012408e-07,1.347855175012408e-05,0.00013478551750124078,7.642477796462108e-06,7.642477796462107e-09,7.642477796462107e-07,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,779,190.0,2.0,2020-02-05T12:13:04,,,Heilongjiang,7.0,Mainland China,1439323.7759999998,1.3200643466616368e-07,1.3200643466616367e-05,0.00013200643466616368,0.010526315789473684,1.0526315789473684,7.313375881781921e-10,183.0,1.2714303970477866e-07,1.2714303970477867e-05,0.00012714303970477872,4.863394961384977e-06,4.8633949613849786e-09,4.863394961384977e-07,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,780,165.0,0.0,2020-02-05T08:43:01,,,Shaanxi,6.0,Mainland China,1439323.7759999998,1.1463716694693162e-07,1.1463716694693162e-05,0.00011463716694693159,0.0,0.0,0.0,159.0,1.1046854269431591e-07,1.104685426943159e-05,0.00011046854269431592,4.168624252615695e-06,4.168624252615695e-09,4.1686242526156954e-07,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,781,150.0,0.0,2020-02-05T12:03:08,,,Guangxi,13.0,Mainland China,1439323.7759999998,1.0421560631539236e-07,1.0421560631539237e-05,0.00010421560631539236,0.0,0.0,0.0,137.0,9.518358710139172e-08,9.518358710139169e-06,9.51835871013917e-05,9.032019214000673e-06,9.032019214000673e-09,9.032019214000672e-07,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,782,135.0,1.0,2020-02-05T11:23:18,,,Hebei,6.0,Mainland China,1439323.7759999998,9.379404568385315e-08,9.379404568385313e-06,9.379404568385312e-05,0.007407407407407408,0.7407407407407408,5.146449694587279e-10,129.0,8.962542143123745e-08,8.962542143123744e-06,8.962542143123744e-05,4.168624252615695e-06,4.168624252615695e-09,4.1686242526156954e-07,15,15 days 00:00:00.000000000
Mainland China,2020-02-05,783,128.0,0.0,2020-02-05T23:33:02,,,Yunnan,5.0,Mainland China,1439323.7759999998,8.893065072246815e-08,8.893065072246815e-06,8.893065072246817e-05,0.0,0.0,0.0,123.0,8.545679717862174e-08,8.545679717862177e-06,8.545679717862174e-05,3.4738535438464125e-06,3.4738535438464126e-09,3.473853543846413e-07,15,15 days 00:00:00.000000000
Mainland China,2020-02-06,836,22112.0,618.0,2020-02-06T23:23:02,,,Hubei,817.0,Mainland China,1439323.7759999998,1.5362769912306373e-05,0.0015362769912306373,0.015362769912306375,0.02794862518089725,2.7948625180897255,1.9417886126058997e-09,21295.0,1.479514224324187e-05,0.001479514224324187,0.014795142243241868,0.0005676276690645037,5.676276690645039e-07,5.6762766906450376e-05,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,837,970.0,0.0,2020-02-06T12:43:02,,,Guangdong,69.0,Mainland China,1439323.7759999998,6.739275875062041e-07,6.739275875062039e-05,0.000673927587506204,0.0,0.0,0.0,901.0,6.259884086011235e-07,6.259884086011236e-05,0.0006259884086011235,4.7939178905080484e-05,4.7939178905080486e-08,4.793917890508049e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,838,954.0,0.0,2020-02-06T10:53:04,,,Zhejiang,94.0,Mainland China,1439323.7759999998,6.628112561658954e-07,6.628112561658956e-05,0.0006628112561658955,0.0,0.0,0.0,860.0,5.975028095415828e-07,5.97502809541583e-05,0.0005975028095415829,6.530844662431256e-05,6.530844662431255e-08,6.530844662431256e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,839,851.0,2.0,2020-02-06T11:23:14,,,Henan,56.0,Mainland China,1439323.7759999998,5.912498731626594e-07,5.912498731626593e-05,0.0005912498731626593,0.002350176263219741,0.2350176263219741,1.6328336281299234e-10,795.0,5.523427134715797e-07,5.523427134715796e-05,0.0005523427134715796,3.8907159691079816e-05,3.890715969107982e-08,3.890715969107982e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,840,711.0,0.0,2020-02-06T13:13:06,,,Hunan,81.0,Mainland China,1439323.7759999998,4.939819739349598e-07,4.9398197393495975e-05,0.0004939819739349598,0.0,0.0,0.0,630.0,4.37705546524648e-07,4.37705546524648e-05,0.000437705546524648,5.6276427410311876e-05,5.627642741031189e-08,5.627642741031188e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,841,600.0,0.0,2020-02-06T02:33:01,,,Jiangxi,37.0,Mainland China,1439323.7759999998,4.1686242526156954e-07,4.1686242526156954e-05,0.0004168624252615695,0.0,0.0,0.0,563.0,3.91155909037106e-07,3.91155909037106e-05,0.000391155909037106,2.570651622446345e-05,2.570651622446345e-08,2.570651622446345e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,842,591.0,0.0,2020-02-06T13:33:02,,,Anhui,34.0,Mainland China,1439323.7759999998,4.10609488882646e-07,4.10609488882646e-05,0.0004106094888826459,0.0,0.0,0.0,557.0,3.869872847844904e-07,3.869872847844903e-05,0.00038698728478449036,2.3622204098155608e-05,2.3622204098155604e-08,2.36222040981556e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,843,411.0,2.0,2020-02-06T23:33:02,,,Chongqing,24.0,Mainland China,1439323.7759999998,2.8555076130417516e-07,2.8555076130417512e-05,0.00028555076130417517,0.004866180048661801,0.4866180048661801,3.3808793614077013e-10,387.0,2.6887626429371234e-07,2.6887626429371234e-05,0.00026887626429371233,1.667449701046278e-05,1.6674497010462783e-08,1.6674497010462782e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,844,373.0,0.0,2020-02-06T08:03:10,,,Jiangsu,34.0,Mainland China,1439323.7759999998,2.591494743709424e-07,2.5914947437094242e-05,0.0002591494743709424,0.0,0.0,0.0,339.0,2.3552727027278682e-07,2.3552727027278675e-05,0.0002355272702727868,2.3622204098155608e-05,2.3622204098155604e-08,2.36222040981556e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,845,347.0,0.0,2020-02-06T07:53:02,,,Shandong,27.0,Mainland China,1439323.7759999998,2.41085435942941e-07,2.41085435942941e-05,0.00024108543594294102,0.0,0.0,0.0,320.0,2.2232662680617038e-07,2.2232662680617042e-05,0.0002223266268061704,1.8758809136770625e-05,1.8758809136770623e-08,1.8758809136770629e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,846,321.0,1.0,2020-02-06T08:03:10,,,Sichuan,31.0,Mainland China,1439323.7759999998,2.2302139751493968e-07,2.2302139751493968e-05,0.0002230213975149397,0.003115264797507788,0.3115264797507788,2.1643947313684812e-10,290.0,2.0148350554309191e-07,2.0148350554309187e-05,0.00020148350554309192,2.153789197184776e-05,2.153789197184776e-08,2.153789197184776e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,847,274.0,1.0,2020-02-06T03:23:11,,,Beijing,31.0,Mainland China,1439323.7759999998,1.9036717420278344e-07,1.9036717420278338e-05,0.0001903671742027834,0.0036496350364963507,0.36496350364963503,2.535659521055776e-10,243.0,1.6882928223093564e-07,1.6882928223093564e-05,0.00016882928223093565,2.153789197184776e-05,2.153789197184776e-08,2.153789197184776e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,848,257.0,1.0,2020-02-06T06:53:07,,,Shanghai,25.0,Mainland China,1439323.7759999998,1.785560721537056e-07,1.7855607215370566e-05,0.00017855607215370558,0.0038910505836575885,0.3891050583657588,2.7033879718649125e-10,232.0,1.6118680443447356e-07,1.6118680443447353e-05,0.0001611868044344735,1.736926771923206e-05,1.736926771923206e-08,1.7369267719232058e-06,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,849,227.0,3.0,2020-02-06T08:13:06,,,Heilongjiang,8.0,Mainland China,1439323.7759999998,1.5771295089062712e-07,1.577129508906271e-05,0.00015771295089062713,0.013215859030837005,1.3215859030837005,9.181991745849548e-10,219.0,1.5215478522047287e-07,1.5215478522047287e-05,0.00015215478522047287,5.5581656701542606e-06,5.5581656701542605e-09,5.55816567015426e-07,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,850,215.0,0.0,2020-02-06T11:03:19,,,Fujian,14.0,Mainland China,1439323.7759999998,1.493757023853957e-07,1.4937570238539576e-05,0.00014937570238539573,0.0,0.0,0.0,201.0,1.396489124626258e-07,1.3964891246262579e-05,0.00013964891246262578,9.726789922769954e-06,9.726789922769957e-09,9.726789922769957e-07,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,851,173.0,0.0,2020-02-06T13:53:02,,,Shaanxi,9.0,Mainland China,1439323.7759999998,1.2019533261708588e-07,1.2019533261708587e-05,0.00012019533261708586,0.0,0.0,0.0,164.0,1.1394239623816233e-07,1.1394239623816235e-05,0.00011394239623816233,6.252936378923542e-06,6.2529363789235424e-09,6.252936378923543e-07,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,852,168.0,0.0,2020-02-06T04:13:13,,,Guangxi,14.0,Mainland China,1439323.7759999998,1.1672147907323947e-07,1.1672147907323946e-05,0.00011672147907323944,0.0,0.0,0.0,154.0,1.0699468915046952e-07,1.0699468915046949e-05,0.00010699468915046949,9.726789922769954e-06,9.726789922769957e-09,9.726789922769957e-07,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,853,157.0,1.0,2020-02-06T13:53:02,,,Hebei,13.0,Mainland China,1439323.7759999998,1.0907900127677736e-07,1.0907900127677736e-05,0.00010907900127677735,0.006369426751592357,0.6369426751592357,4.425291138657851e-10,144.0,1.0004698206277668e-07,1.0004698206277666e-05,0.00010004698206277668,9.032019214000673e-06,9.032019214000673e-09,9.032019214000672e-07,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,854,133.0,0.0,2020-02-06T09:43:02,,,Yunnan,7.0,Mainland China,1439323.7759999998,9.240450426631457e-08,9.240450426631457e-06,9.240450426631457e-05,0.0,0.0,0.0,126.0,8.75411093049296e-08,8.754110930492959e-06,8.754110930492959e-05,4.863394961384977e-06,4.8633949613849786e-09,4.863394961384977e-07,16,16 days 00:00:00.000000000
Mainland China,2020-02-06,855,106.0,1.0,2020-02-06T11:13:24,,,Hainan,8.0,Mainland China,1439323.7759999998,7.364569512954395e-08,7.3645695129543945e-06,7.364569512954395e-05,0.009433962264150943,0.9433962264150944,6.554440648766815e-10,98.0,6.808752945938969e-08,6.808752945938969e-06,6.808752945938969e-05,5.5581656701542606e-06,5.5581656701542605e-09,5.55816567015426e-07,16,16 days 00:00:00.000000000
Mainland China,2020-02-07,907,24953.0,699.0,2020-02-07T23:43:02,,,Hubei,1115.0,Mainland China,1439323.7759999998,1.7336613495919903e-05,0.0017336613495919904,0.01733661349591991,0.028012663807958964,2.801266380795896,1.946237828837128e-09,23838.0,1.6561944155642153e-05,0.0016561944155642154,0.016561944155642154,0.00077466934027775,7.7466934027775e-07,7.7466934027775e-05,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,908,1034.0,1.0,2020-02-07T10:13:06,,,Guangdong,88.0,Mainland China,1439323.7759999998,7.183929128674382e-07,7.18392912867438e-05,0.0007183929128674381,0.000967117988394584,0.09671179883945842,6.719252502604279e-11,946.0,6.572530904957412e-07,6.572530904957412e-05,0.0006572530904957412,6.113982237169686e-05,6.113982237169687e-08,6.113982237169685e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,909,1006.0,0.0,2020-02-07T11:33:11,,,Zhejiang,123.0,Mainland China,1439323.7759999998,6.989393330218982e-07,6.989393330218982e-05,0.0006989393330218981,0.0,0.0,0.0,883.0,6.134825358432765e-07,6.134825358432765e-05,0.0006134825358432764,8.545679717862174e-05,8.545679717862174e-08,8.545679717862177e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,910,914.0,3.0,2020-02-07T14:03:12,,,Henan,86.0,Mainland China,1439323.7759999998,6.350204278151242e-07,6.350204278151243e-05,0.0006350204278151242,0.0032822757111597373,0.3282275711159737,2.2804290222186512e-10,828.0,5.752701468609659e-07,5.7527014686096604e-05,0.0005752701468609659,5.975028095415829e-05,5.97502809541583e-08,5.97502809541583e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,911,772.0,0.0,2020-02-07T11:33:11,,,Hunan,112.0,Mainland China,1439323.7759999998,5.363629871698861e-07,5.363629871698861e-05,0.0005363629871698862,0.0,0.0,0.0,660.0,4.585486677877265e-07,4.585486677877265e-05,0.00045854866778772635,7.781431938215963e-05,7.781431938215964e-08,7.781431938215964e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,912,665.0,0.0,2020-02-07T05:13:07,,,Anhui,47.0,Mainland China,1439323.7759999998,4.6202252133157284e-07,4.6202252133157284e-05,0.0004620225213315728,0.0,0.0,0.0,618.0,4.293682980194166e-07,4.293682980194166e-05,0.00042936829801941656,3.265422331215628e-05,3.2654223312156275e-08,3.265422331215628e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,913,661.0,0.0,2020-02-07T01:23:02,,,Jiangxi,45.0,Mainland China,1439323.7759999998,4.592434384964957e-07,4.592434384964958e-05,0.0004592434384964957,0.0,0.0,0.0,616.0,4.279787566018781e-07,4.2797875660187797e-05,0.00042797875660187797,3.1264681894617714e-05,3.126468189461771e-08,3.126468189461771e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,914,426.0,2.0,2020-02-07T23:33:02,,,Chongqing,31.0,Mainland China,1439323.7759999998,2.959723219357144e-07,2.9597232193571443e-05,0.00029597232193571434,0.004694835680751174,0.4694835680751174,3.2618343134708103e-10,395.0,2.744344299638666e-07,2.7443442996386662e-05,0.0002744344299638666,2.153789197184776e-05,2.153789197184776e-08,2.153789197184776e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,915,408.0,0.0,2020-02-07T14:03:12,,,Jiangsu,43.0,Mainland China,1439323.7759999998,2.8346644917786725e-07,2.8346644917786725e-05,0.00028346644917786717,0.0,0.0,0.0,365.0,2.5359130870078807e-07,2.5359130870078807e-05,0.0002535913087007881,2.9875140477079145e-05,2.987514047707915e-08,2.987514047707915e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,916,386.0,0.0,2020-02-07T11:33:11,,,Shandong,37.0,Mainland China,1439323.7759999998,2.6818149358494303e-07,2.6818149358494305e-05,0.00026818149358494303,0.0,0.0,0.0,349.0,2.4247497736047957e-07,2.424749773604796e-05,0.00024247497736047959,2.570651622446345e-05,2.570651622446345e-08,2.570651622446345e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,917,344.0,1.0,2020-02-07T08:23:09,,,Sichuan,42.0,Mainland China,1439323.7759999998,2.390011238166332e-07,2.390011238166332e-05,0.0002390011238166332,0.0029069767441860465,0.2906976744186047,2.0196822929339608e-10,302.0,2.0982075404832333e-07,2.098207540483233e-05,0.0002098207540483233,2.9180369768309862e-05,2.9180369768309863e-08,2.9180369768309865e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,918,297.0,1.0,2020-02-07T03:23:02,,,Beijing,33.0,Mainland China,1439323.7759999998,2.063469005044769e-07,2.063469005044769e-05,0.00020634690050447691,0.0033670033670033673,0.3367003367003367,2.339295315721489e-10,264.0,1.8341946711509053e-07,1.8341946711509062e-05,0.00018341946711509055,2.2927433389386318e-05,2.2927433389386323e-08,2.2927433389386327e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,919,277.0,3.0,2020-02-07T07:43:02,,,Heilongjiang,12.0,Mainland China,1439323.7759999998,1.9245148632909125e-07,1.9245148632909125e-05,0.00019245148632909123,0.010830324909747292,1.083032490974729,7.524592513746742e-10,265.0,1.8411423782385984e-07,1.8411423782385988e-05,0.00018411423782385984,8.33724850523139e-06,8.337248505231392e-09,8.337248505231391e-07,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,920,277.0,1.0,2020-02-07T06:14:15,,,Shanghai,30.0,Mainland China,1439323.7759999998,1.9245148632909125e-07,1.9245148632909125e-05,0.00019245148632909123,0.0036101083032490976,0.36101083032490977,2.508197504582248e-10,247.0,1.7160836506601276e-07,1.7160836506601277e-05,0.00017160836506601278,2.0843121263078477e-05,2.084312126307848e-08,2.084312126307848e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,921,224.0,0.0,2020-02-07T13:23:03,,,Fujian,20.0,Mainland China,1439323.7759999998,1.5562863876431931e-07,1.5562863876431928e-05,0.0001556286387643193,0.0,0.0,0.0,204.0,1.4173322458893365e-07,1.4173322458893366e-05,0.00014173322458893358,1.389541417538565e-05,1.3895414175385649e-08,1.3895414175385651e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,922,184.0,0.0,2020-02-07T08:23:09,,,Shaanxi,17.0,Mainland China,1439323.7759999998,1.2783781041354802e-07,1.27837810413548e-05,0.00012783781041354799,0.0,0.0,0.0,167.0,1.1602670836447015e-07,1.1602670836447015e-05,0.00011602670836447017,1.1811102049077804e-05,1.1811102049077802e-08,1.18111020490778e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,923,172.0,0.0,2020-02-07T00:33:02,,,Guangxi,17.0,Mainland China,1439323.7759999998,1.195005619083166e-07,1.195005619083166e-05,0.00011950056190831658,0.0,0.0,0.0,155.0,1.0768945985923881e-07,1.0768945985923876e-05,0.00010768945985923879,1.1811102049077804e-05,1.1811102049077802e-08,1.18111020490778e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,924,172.0,1.0,2020-02-07T12:03:04,,,Hebei,22.0,Mainland China,1439323.7759999998,1.195005619083166e-07,1.195005619083166e-05,0.00011950056190831658,0.005813953488372093,0.5813953488372093,4.0393645858679217e-10,150.0,1.0421560631539236e-07,1.0421560631539237e-05,0.00010421560631539236,1.5284955592924215e-05,1.5284955592924214e-08,1.5284955592924213e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,925,138.0,0.0,2020-02-07T23:23:04,,,Yunnan,12.0,Mainland China,1439323.7759999998,9.5878357810161e-08,9.587835781016098e-06,9.587835781016097e-05,0.0,0.0,0.0,126.0,8.75411093049296e-08,8.754110930492959e-06,8.754110930492959e-05,8.33724850523139e-06,8.337248505231392e-09,8.337248505231391e-07,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,926,117.0,2.0,2020-02-07T12:33:02,,,Hainan,10.0,Mainland China,1439323.7759999998,8.128817292600606e-08,8.128817292600604e-06,8.128817292600606e-05,0.017094017094017096,1.7094017094017095,1.1876422372124488e-09,107.0,7.434046583831323e-08,7.4340465838313234e-06,7.434046583831322e-05,6.947707087692825e-06,6.947707087692825e-09,6.947707087692826e-07,17,17 days 00:00:00.000000000
Mainland China,2020-02-07,927,104.0,0.0,2020-02-07T23:43:02,,,Shanxi,15.0,Mainland China,1439323.7759999998,7.225615371200538e-08,7.2256153712005375e-06,7.225615371200537e-05,0.0,0.0,0.0,89.0,6.183459308046615e-08,6.183459308046615e-06,6.183459308046613e-05,1.0421560631539237e-05,1.0421560631539238e-08,1.0421560631539238e-06,17,17 days 00:00:00.000000000
Mainland China,2020-02-08,979,27100.0,780.0,2020-02-08T23:33:06,,,Hubei,1439.0,Mainland China,1439323.7759999998,1.8828286207647554e-05,0.0018828286207647554,0.018828286207647555,0.028782287822878224,2.878228782287823,1.99970905107026e-09,25661.0,1.7828511157728557e-05,0.0017828511157728555,0.017828511157728558,0.0009997750499189974,9.997750499189977e-07,9.997750499189976e-05,18,18 days 00:00:00.000000000
Mainland China,2020-02-08,980,1095.0,1.0,2020-02-08T11:53:01,,,Guangdong,112.0,Mainland China,1439323.7759999998,7.607739261023643e-07,7.607739261023642e-05,0.0007607739261023644,0.00091324200913242,0.09132420091324199,6.344937979628151e-11,983.0,6.829596067202048e-07,6.829596067202047e-05,0.0006829596067202048,7.781431938215963e-05,7.781431938215964e-08,7.781431938215964e-06,18,18 days 00:00:00.000000000
Mainland China,2020-02-08,981,1048.0,0.0,2020-02-08T10:53:02,,,Zhejiang,175.0,Mainland China,1439323.7759999998,7.28119702790208e-07,7.28119702790208e-05,0.000728119702790208,0.0,0.0,0.0,873.0,6.065348287555835e-07,6.065348287555836e-05,0.0006065348287555836,0.00012158487403462444,1.2158487403462446e-07,1.2158487403462445e-05,18,18 days 00:00:00.000000000
