country,date,Unnamed: 0,Confirmed,Deaths,Last Update,Latitude,Longitude,province,Recovered,name,pop2020,confirmed_percent,% Confirmed,days100
Mainland China,2020-02-05,777,243.0,1.0,2020-02-05T06:23:04,,,Shanghai,15.0,Mainland China,1439323.7759999998,1.6882928223093564e-07,1.6882928223093564e-05,15
Mainland China,2020-02-05,778,205.0,0.0,2020-02-05T12:33:01,,,Fujian,11.0,Mainland China,1439323.7759999998,1.4242799529770288e-07,1.4242799529770291e-05,15
Mainland China,2020-02-05,779,190.0,2.0,2020-02-05T12:13:04,,,Heilongjiang,7.0,Mainland China,1439323.7759999998,1.3200643466616368e-07,1.3200643466616367e-05,15
Mainland China,2020-02-05,780,165.0,0.0,2020-02-05T08:43:01,,,Shaanxi,6.0,Mainland China,1439323.7759999998,1.1463716694693162e-07,1.1463716694693162e-05,15
Mainland China,2020-02-05,781,150.0,0.0,2020-02-05T12:03:08,,,Guangxi,13.0,Mainland China,1439323.7759999998,1.0421560631539236e-07,1.0421560631539237e-05,15
Mainland China,2020-02-05,782,135.0,1.0,2020-02-05T11:23:18,,,Hebei,6.0,Mainland China,1439323.7759999998,9.379404568385315e-08,9.379404568385313e-06,15
Mainland China,2020-02-05,783,128.0,0.0,2020-02-05T23:33:02,,,Yunnan,5.0,Mainland China,1439323.7759999998,8.893065072246815e-08,8.893065072246815e-06,15
Mainland China,2020-02-06,836,22112.0,618.0,2020-02-06T23:23:02,,,Hubei,817.0,Mainland China,1439323.7759999998,1.5362769912306373e-05,0.0015362769912306373,16
Mainland China,2020-02-06,837,970.0,0.0,2020-02-06T12:43:02,,,Guangdong,69.0,Mainland China,1439323.7759999998,6.739275875062041e-07,6.739275875062039e-05,16
Mainland China,2020-02-06,838,954.0,0.0,2020-02-06T10:53:04,,,Zhejiang,94.0,Mainland China,1439323.7759999998,6.628112561658954e-07,6.628112561658956e-05,16
Mainland China,2020-02-06,839,851.0,2.0,2020-02-06T11:23:14,,,Henan,56.0,Mainland China,1439323.7759999998,5.912498731626594e-07,5.912498731626593e-05,16
Mainland China,2020-02-06,840,711.0,0.0,2020-02-06T13:13:06,,,Hunan,81.0,Mainland China,1439323.7759999998,4.939819739349598e-07,4.9398197393495975e-05,16
Mainland China,2020-02-06,841,600.0,0.0,2020-02-06T02:33:01,,,Jiangxi,37.0,Mainland China,1439323.7759999998,4.1686242526156954e-07,4.1686242526156954e-05,16
Mainland China,2020-02-06,842,591.0,0.0,2020-02-06T13:33:02,,,Anhui,34.0,Mainland China,1439323.7759999998,4.10609488882646e-07,4.10609488882646e-05,16
Mainland China,2020-02-06,843,411.0,2.0,2020-02-06T23:33:02,,,Chongqing,24.0,Mainland China,1439323.7759999998,2.8555076130417516e-07,2.8555076130417512e-05,16
Mainland China,2020-02-06,844,373.0,0.0,2020-02-06T08:03:10,,,Jiangsu,34.0,Mainland China,1439323.7759999998,2.591494743709424e-07,2.5914947437094242e-05,16
Mainland China,2020-02-06,845,347.0,0.0,2020-02-06T07:53:02,,,Shandong,27.0,Mainland China,1439323.7759999998,2.41085435942941e-07,2.41085435942941e-05,16
Mainland China,2020-02-06,846,321.0,1.0,2020-02-06T08:03:10,,,Sichuan,31.0,Mainland China,1439323.7759999998,2.2302139751493968e-07,2.2302139751493968e-05,16
Mainland China,2020-02-06,847,274.0,1.0,2020-02-06T03:23:11,,,Beijing,31.0,Mainland China,1439323.7759999998,1.9036717420278344e-07,1.9036717420278338e-05,16
Mainland China,2020-02-06,848,257.0,1.0,2020-02-06T06:53:07,,,Shanghai,25.0,Mainland China,1439323.7759999998,1.785560721537056e-07,1.7855607215370566e-05,16
Mainland China,2020-02-06,849,227.0,3.0,2020-02-06T08:13:06,,,Heilongjiang,8.0,Mainland China,1439323.7759999998,1.5771295089062712e-07,1.577129508906271e-05,16
Mainland China,2020-02-06,850,215.0,0.0,2020-02-06T11:03:19,,,Fujian,14.0,Mainland China,1439323.7759999998,1.493757023853957e-07,1.4937570238539576e-05,16
Mainland China,2020-02-06,851,173.0,0.0,2020-02-06T13:53:02,,,Shaanxi,9.0,Mainland China,1439323.7759999998,1.2019533261708588e-07,1.2019533261708587e-05,16
Mainland China,2020-02-06,852,168.0,0.0,2020-02-06T04:13:13,,,Guangxi,14.0,Mainland China,1439323.7759999998,1.1672147907323947e-07,1.1672147907323946e-05,16
Mainland China,2020-02-06,853,157.0,1.0,2020-02-06T13:53:02,,,Hebei,13.0,Mainland China,1439323.7759999998,1.0907900127677736e-07,1.0907900127677736e-05,16
Mainland China,2020-02-06,854,133.0,0.0,2020-02-06T09:43:02,,,Yunnan,7.0,Mainland China,1439323.7759999998,9.240450426631457e-08,9.240450426631457e-06,16
Mainland China,2020-02-06,855,106.0,1.0,2020-02-06T11:13:24,,,Hainan,8.0,Mainland China,1439323.7759999998,7.364569512954395e-08,7.3645695129543945e-06,16
Mainland China,2020-02-07,907,24953.0,699.0,2020-02-07T23:43:02,,,Hubei,1115.0,Mainland China,1439323.7759999998,1.7336613495919903e-05,0.0017336613495919904,17
Mainland China,2020-02-07,908,1034.0,1.0,2020-02-07T10:13:06,,,Guangdong,88.0,Mainland China,1439323.7759999998,7.183929128674382e-07,7.18392912867438e-05,17
Mainland China,2020-02-07,909,1006.0,0.0,2020-02-07T11:33:11,,,Zhejiang,123.0,Mainland China,1439323.7759999998,6.989393330218982e-07,6.989393330218982e-05,17
Mainland China,2020-02-07,910,914.0,3.0,2020-02-07T14:03:12,,,Henan,86.0,Mainland China,1439323.7759999998,6.350204278151242e-07,6.350204278151243e-05,17
Mainland China,2020-02-07,911,772.0,0.0,2020-02-07T11:33:11,,,Hunan,112.0,Mainland China,1439323.7759999998,5.363629871698861e-07,5.363629871698861e-05,17
Mainland China,2020-02-07,912,665.0,0.0,2020-02-07T05:13:07,,,Anhui,47.0,Mainland China,1439323.7759999998,4.6202252133157284e-07,4.6202252133157284e-05,17
Mainland China,2020-02-07,913,661.0,0.0,2020-02-07T01:23:02,,,Jiangxi,45.0,Mainland China,1439323.7759999998,4.592434384964957e-07,4.592434384964958e-05,17
Mainland China,2020-02-07,914,426.0,2.0,2020-02-07T23:33:02,,,Chongqing,31.0,Mainland China,1439323.7759999998,2.959723219357144e-07,2.9597232193571443e-05,17
Mainland China,2020-02-07,915,408.0,0.0,2020-02-07T14:03:12,,,Jiangsu,43.0,Mainland China,1439323.7759999998,2.8346644917786725e-07,2.8346644917786725e-05,17
Mainland China,2020-02-07,916,386.0,0.0,2020-02-07T11:33:11,,,Shandong,37.0,Mainland China,1439323.7759999998,2.6818149358494303e-07,2.6818149358494305e-05,17
Mainland China,2020-02-07,917,344.0,1.0,2020-02-07T08:23:09,,,Sichuan,42.0,Mainland China,1439323.7759999998,2.390011238166332e-07,2.390011238166332e-05,17
Mainland China,2020-02-07,918,297.0,1.0,2020-02-07T03:23:02,,,Beijing,33.0,Mainland China,1439323.7759999998,2.063469005044769e-07,2.063469005044769e-05,17
Mainland China,2020-02-07,919,277.0,3.0,2020-02-07T07:43:02,,,Heilongjiang,12.0,Mainland China,1439323.7759999998,1.9245148632909125e-07,1.9245148632909125e-05,17
Mainland China,2020-02-07,920,277.0,1.0,2020-02-07T06:14:15,,,Shanghai,30.0,Mainland China,1439323.7759999998,1.9245148632909125e-07,1.9245148632909125e-05,17
Mainland China,2020-02-07,921,224.0,0.0,2020-02-07T13:23:03,,,Fujian,20.0,Mainland China,1439323.7759999998,1.5562863876431931e-07,1.5562863876431928e-05,17
Mainland China,2020-02-07,922,184.0,0.0,2020-02-07T08:23:09,,,Shaanxi,17.0,Mainland China,1439323.7759999998,1.2783781041354802e-07,1.27837810413548e-05,17
Mainland China,2020-02-07,923,172.0,0.0,2020-02-07T00:33:02,,,Guangxi,17.0,Mainland China,1439323.7759999998,1.195005619083166e-07,1.195005619083166e-05,17
Mainland China,2020-02-07,924,172.0,1.0,2020-02-07T12:03:04,,,Hebei,22.0,Mainland China,1439323.7759999998,1.195005619083166e-07,1.195005619083166e-05,17
Mainland China,2020-02-07,925,138.0,0.0,2020-02-07T23:23:04,,,Yunnan,12.0,Mainland China,1439323.7759999998,9.5878357810161e-08,9.587835781016098e-06,17
Mainland China,2020-02-07,926,117.0,2.0,2020-02-07T12:33:02,,,Hainan,10.0,Mainland China,1439323.7759999998,8.128817292600606e-08,8.128817292600604e-06,17
Mainland China,2020-02-07,927,104.0,0.0,2020-02-07T23:43:02,,,Shanxi,15.0,Mainland China,1439323.7759999998,7.225615371200538e-08,7.2256153712005375e-06,17
Mainland China,2020-02-08,979,27100.0,780.0,2020-02-08T23:33:06,,,Hubei,1439.0,Mainland China,1439323.7759999998,1.8828286207647554e-05,0.0018828286207647554,18
Mainland China,2020-02-08,980,1095.0,1.0,2020-02-08T11:53:01,,,Guangdong,112.0,Mainland China,1439323.7759999998,7.607739261023643e-07,7.607739261023642e-05,18
Mainland China,2020-02-08,981,1048.0,0.0,2020-02-08T10:53:02,,,Zhejiang,175.0,Mainland China,1439323.7759999998,7.28119702790208e-07,7.28119702790208e-05,18
Mainland China,2020-02-08,982,981.0,4.0,2020-02-08T14:13:12,,,Henan,116.0,Mainland China,1439323.7759999998,6.815700653026662e-07,6.815700653026662e-05,18
Mainland China,2020-02-08,983,803.0,1.0,2020-02-08T12:53:01,,,Hunan,156.0,Mainland China,1439323.7759999998,5.579008791417338e-07,5.579008791417338e-05,18
Mainland China,2020-02-08,984,733.0,0.0,2020-02-08T07:43:02,,,Anhui,59.0,Mainland China,1439323.7759999998,5.092669295278841e-07,5.092669295278841e-05,18
Mainland China,2020-02-08,985,698.0,0.0,2020-02-08T01:23:02,,,Jiangxi,55.0,Mainland China,1439323.7759999998,4.849499547209591e-07,4.849499547209592e-05,18
Mainland China,2020-02-08,986,439.0,0.0,2020-02-08T10:23:04,,,Jiangsu,51.0,Mainland China,1439323.7759999998,3.05004341149715e-07,3.0500434114971502e-05,18
Mainland China,2020-02-08,987,428.0,2.0,2020-02-08T11:03:15,,,Chongqing,39.0,Mainland China,1439323.7759999998,2.973618633532529e-07,2.9736186335325294e-05,18
Mainland China,2020-02-08,988,416.0,0.0,2020-02-08T11:33:02,,,Shandong,44.0,Mainland China,1439323.7759999998,2.890246148480215e-07,2.8902461484802153e-05,18
Mainland China,2020-02-08,989,364.0,1.0,2020-02-08T15:23:04,,,Sichuan,60.0,Mainland China,1439323.7759999998,2.528965379920188e-07,2.528965379920188e-05,18
Mainland China,2020-02-08,990,315.0,2.0,2020-02-08T03:13:09,,,Beijing,34.0,Mainland China,1439323.7759999998,2.18852773262324e-07,2.18852773262324e-05,18
Mainland China,2020-02-08,991,295.0,5.0,2020-02-08T04:03:09,,,Heilongjiang,13.0,Mainland China,1439323.7759999998,2.0495735908693836e-07,2.0495735908693832e-05,18
Mainland China,2020-02-08,992,286.0,1.0,2020-02-08T06:33:02,,,Shanghai,41.0,Mainland China,1439323.7759999998,1.987044227080148e-07,1.987044227080148e-05,18
Mainland China,2020-02-08,993,239.0,0.0,2020-02-08T08:13:10,,,Fujian,24.0,Mainland China,1439323.7759999998,1.660501993958585e-07,1.6605019939585852e-05,18
Mainland China,2020-02-08,994,195.0,1.0,2020-02-08T11:33:02,,,Hebei,30.0,Mainland China,1439323.7759999998,1.354802882100101e-07,1.354802882100101e-05,18
Mainland China,2020-02-08,995,195.0,0.0,2020-02-08T10:13:06,,,Shaanxi,20.0,Mainland China,1439323.7759999998,1.354802882100101e-07,1.354802882100101e-05,18
Mainland China,2020-02-08,996,183.0,0.0,2020-02-08T00:23:03,,,Guangxi,17.0,Mainland China,1439323.7759999998,1.2714303970477866e-07,1.2714303970477867e-05,18
Mainland China,2020-02-08,997,138.0,0.0,2020-02-08T08:43:02,,,Yunnan,17.0,Mainland China,1439323.7759999998,9.5878357810161e-08,9.587835781016098e-06,18
Mainland China,2020-02-08,998,124.0,2.0,2020-02-08T10:23:04,,,Hainan,14.0,Mainland China,1439323.7759999998,8.615156788739103e-08,8.615156788739103e-06,18
Mainland China,2020-02-08,999,115.0,0.0,2020-02-08T23:53:02,,,Shanxi,21.0,Mainland China,1439323.7759999998,7.989863150846749e-08,7.989863150846749e-06,18
Mainland China,2020-02-08,1000,105.0,0.0,2020-02-08T11:53:01,,,Liaoning,8.0,Mainland China,1439323.7759999998,7.295092442077466e-08,7.295092442077465e-06,18
Mainland China,2020-02-09,1051,29631.0,871.0,2020-02-09T23:33:02,,,Hubei,1795.0,Mainland China,1439323.7759999998,2.058675087154261e-05,0.002058675087154261,19
Mainland China,2020-02-09,1052,1131.0,1.0,2020-02-09T15:03:05,,,Guangdong,141.0,Mainland China,1439323.7759999998,7.857856716180584e-07,7.857856716180585e-05,19
Mainland China,2020-02-09,1053,1075.0,0.0,2020-02-09T12:03:04,,,Zhejiang,201.0,Mainland China,1439323.7759999998,7.468785119269785e-07,7.468785119269788e-05,19
Mainland China,2020-02-09,1054,1033.0,6.0,2020-02-09T11:23:08,,,Henan,153.0,Mainland China,1439323.7759999998,7.176981421586687e-07,7.17698142158669e-05,19
Mainland China,2020-02-09,1055,838.0,1.0,2020-02-09T12:33:01,,,Hunan,186.0,Mainland China,1439323.7759999998,5.822178539486589e-07,5.822178539486588e-05,19
Mainland China,2020-02-09,1056,779.0,1.0,2020-02-09T09:33:02,,,Anhui,72.0,Mainland China,1439323.7759999998,5.412263821312709e-07,5.41226382131271e-05,19
Mainland China,2020-02-09,1057,740.0,0.0,2020-02-09T11:33:12,,,Jiangxi,73.0,Mainland China,1439323.7759999998,5.141303244892691e-07,5.14130324489269e-05,19
Mainland China,2020-02-09,1058,468.0,2.0,2020-02-09T23:53:02,,,Chongqing,51.0,Mainland China,1439323.7759999998,3.2515269170402424e-07,3.2515269170402414e-05,19
Mainland China,2020-02-09,1059,468.0,0.0,2020-02-09T10:23:11,,,Jiangsu,71.0,Mainland China,1439323.7759999998,3.2515269170402424e-07,3.2515269170402414e-05,19
Mainland China,2020-02-09,1060,444.0,1.0,2020-02-09T15:03:05,,,Shandong,63.0,Mainland China,1439323.7759999998,3.084781946935614e-07,3.084781946935614e-05,19
Mainland China,2020-02-09,1061,386.0,1.0,2020-02-09T12:43:01,,,Sichuan,71.0,Mainland China,1439323.7759999998,2.6818149358494303e-07,2.6818149358494305e-05,19
Mainland China,2020-02-09,1062,326.0,2.0,2020-02-09T03:43:02,,,Beijing,37.0,Mainland China,1439323.7759999998,2.264952510587861e-07,2.264952510587861e-05,19
Mainland China,2020-02-09,1063,307.0,6.0,2020-02-09T08:43:05,,,Heilongjiang,14.0,Mainland China,1439323.7759999998,2.132946075921697e-07,2.1329460759216973e-05,19
Mainland China,2020-02-09,1064,293.0,1.0,2020-02-09T06:33:01,,,Shanghai,44.0,Mainland China,1439323.7759999998,2.0356781766939977e-07,2.0356781766939974e-05,19
Mainland China,2020-02-09,1065,250.0,0.0,2020-02-09T09:13:11,,,Fujian,35.0,Mainland China,1439323.7759999998,1.7369267719232064e-07,1.736926771923206e-05,19
Mainland China,2020-02-09,1066,208.0,0.0,2020-02-09T03:03:09,,,Shaanxi,25.0,Mainland China,1439323.7759999998,1.4451230742401076e-07,1.4451230742401075e-05,19
Mainland China,2020-02-09,1067,206.0,2.0,2020-02-09T12:43:01,,,Hebei,34.0,Mainland China,1439323.7759999998,1.431227660064722e-07,1.431227660064722e-05,19
Mainland China,2020-02-09,1068,195.0,1.0,2020-02-09T00:33:07,,,Guangxi,18.0,Mainland China,1439323.7759999998,1.354802882100101e-07,1.354802882100101e-05,19
Mainland China,2020-02-09,1069,141.0,0.0,2020-02-09T08:53:02,,,Yunnan,18.0,Mainland China,1439323.7759999998,9.796266993646883e-08,9.796266993646885e-06,19
Mainland China,2020-02-09,1070,131.0,3.0,2020-02-09T13:33:02,,,Hainan,19.0,Mainland China,1439323.7759999998,9.1014962848776e-08,9.1014962848776e-06,19
Mainland China,2020-02-09,1071,119.0,0.0,2020-02-09T23:43:02,,,Shanxi,25.0,Mainland China,1439323.7759999998,8.267771434354461e-08,8.267771434354461e-06,19
Mainland China,2020-02-09,1072,107.0,0.0,2020-02-09T12:23:03,,,Liaoning,12.0,Mainland China,1439323.7759999998,7.434046583831323e-08,7.4340465838313234e-06,19
Mainland China,2020-02-10,1123,31728.0,974.0,2020-02-10T23:33:02,,,Hubei,2222.0,Mainland China,1439323.7759999998,2.2043685047831797e-05,0.00220436850478318,20
Mainland China,2020-02-10,1124,1159.0,1.0,2020-02-10T13:43:02,,,Guangdong,167.0,Mainland China,1439323.7759999998,8.052392514635984e-07,8.052392514635984e-05,20
Mainland China,2020-02-10,1125,1092.0,0.0,2020-02-10T14:13:12,,,Zhejiang,242.0,Mainland China,1439323.7759999998,7.586896139760563e-07,7.586896139760565e-05,20
Mainland China,2020-02-10,1126,1073.0,6.0,2020-02-10T13:53:02,,,Henan,191.0,Mainland China,1439323.7759999998,7.454889705094401e-07,7.454889705094402e-05,20
Mainland China,2020-02-10,1127,879.0,1.0,2020-02-10T13:53:02,,,Hunan,208.0,Mainland China,1439323.7759999998,6.107034530081993e-07,6.107034530081993e-05,20
Mainland China,2020-02-10,1128,830.0,3.0,2020-02-10T07:23:04,,,Anhui,88.0,Mainland China,1439323.7759999998,5.766596882785043e-07,5.766596882785044e-05,20
Mainland China,2020-02-10,1129,771.0,1.0,2020-02-10T13:53:02,,,Jiangxi,105.0,Mainland China,1439323.7759999998,5.356682164611168e-07,5.356682164611169e-05,20
Mainland China,2020-02-10,1130,492.0,0.0,2020-02-10T14:03:05,,,Jiangsu,81.0,Mainland China,1439323.7759999998,3.4182718871448696e-07,3.41827188714487e-05,20
Mainland China,2020-02-10,1131,486.0,2.0,2020-02-10T23:43:02,,,Chongqing,66.0,Mainland China,1439323.7759999998,3.376585644618713e-07,3.376585644618713e-05,20
Mainland China,2020-02-10,1132,466.0,1.0,2020-02-10T09:33:02,,,Shandong,66.0,Mainland China,1439323.7759999998,3.237631502864857e-07,3.2376315028648556e-05,20
Mainland China,2020-02-10,1133,405.0,1.0,2020-02-10T10:03:02,,,Sichuan,80.0,Mainland China,1439323.7759999998,2.813821370515594e-07,2.813821370515593e-05,20
Mainland China,2020-02-10,1134,337.0,2.0,2020-02-10T03:13:08,,,Beijing,44.0,Mainland China,1439323.7759999998,2.341377288552482e-07,2.341377288552482e-05,20
Mainland China,2020-02-10,1135,331.0,7.0,2020-02-10T07:33:05,,,Heilongjiang,30.0,Mainland China,1439323.7759999998,2.2996910460263252e-07,2.299691046026325e-05,20
Mainland China,2020-02-10,1136,299.0,1.0,2020-02-10T06:03:13,,,Shanghai,48.0,Mainland China,1439323.7759999998,2.0773644192201547e-07,2.0773644192201548e-05,20
Mainland China,2020-02-10,1137,261.0,0.0,2020-02-10T14:03:05,,,Fujian,39.0,Mainland China,1439323.7759999998,1.8133515498878275e-07,1.8133515498878272e-05,20
Mainland China,2020-02-10,1138,218.0,2.0,2020-02-10T10:03:02,,,Hebei,41.0,Mainland China,1439323.7759999998,1.514600145117036e-07,1.5146001451170361e-05,20
Mainland China,2020-02-10,1139,213.0,0.0,2020-02-10T13:23:06,,,Shaanxi,30.0,Mainland China,1439323.7759999998,1.4798616096785718e-07,1.4798616096785718e-05,20
Mainland China,2020-02-10,1140,210.0,1.0,2020-02-10T14:03:05,,,Guangxi,24.0,Mainland China,1439323.7759999998,1.4590184884154932e-07,1.4590184884154931e-05,20
Mainland China,2020-02-10,1141,149.0,0.0,2020-02-10T09:43:02,,,Yunnan,19.0,Mainland China,1439323.7759999998,1.0352083560662311e-07,1.035208356066231e-05,20
Mainland China,2020-02-10,1142,138.0,3.0,2020-02-10T09:33:02,,,Hainan,19.0,Mainland China,1439323.7759999998,9.5878357810161e-08,9.587835781016098e-06,20
Mainland China,2020-02-10,1144,119.0,0.0,2020-02-09T23:43:02,,,Shanxi,25.0,Mainland China,1439323.7759999998,8.267771434354461e-08,8.267771434354461e-06,20
Mainland China,2020-02-10,1145,109.0,1.0,2020-02-10T12:33:02,,,Guizhou,10.0,Mainland China,1439323.7759999998,7.57300072558518e-08,7.5730007255851805e-06,20
Mainland China,2020-02-10,1146,108.0,0.0,2020-02-10T14:03:05,,,Liaoning,13.0,Mainland China,1439323.7759999998,7.503523654708249e-08,7.5035236547082515e-06,20
Mainland China,2020-02-11,1195,33366.0,1068.0,2020-02-11T23:33:02,,,Hubei,2639.0,Mainland China,1439323.7759999998,2.318171946879588e-05,0.0023181719468795877,21
Mainland China,2020-02-11,1196,1177.0,1.0,2020-02-11T14:03:05,,,Guangdong,212.0,Mainland China,1439323.7759999998,8.177451242214455e-07,8.177451242214456e-05,21
Mainland China,2020-02-11,1197,1117.0,0.0,2020-02-11T12:53:02,,,Zhejiang,270.0,Mainland China,1439323.7759999998,7.760588816952886e-07,7.760588816952886e-05,21
Mainland China,2020-02-11,1198,1105.0,7.0,2020-02-11T14:03:05,,,Henan,218.0,Mainland China,1439323.7759999998,7.67721633190057e-07,7.677216331900573e-05,21
Mainland China,2020-02-11,1199,912.0,1.0,2020-02-11T12:53:02,,,Hunan,247.0,Mainland China,1439323.7759999998,6.336308863975856e-07,6.336308863975856e-05,21
Mainland China,2020-02-11,1200,860.0,4.0,2020-02-11T09:43:02,,,Anhui,105.0,Mainland China,1439323.7759999998,5.975028095415828e-07,5.97502809541583e-05,21
Mainland China,2020-02-11,1201,804.0,1.0,2020-02-11T14:03:05,,,Jiangxi,128.0,Mainland China,1439323.7759999998,5.585956498505032e-07,5.5859564985050316e-05,21
Mainland China,2020-02-11,1202,515.0,0.0,2020-02-11T08:13:06,,,Jiangsu,93.0,Mainland China,1439323.7759999998,3.578069150161805e-07,3.578069150161805e-05,21
Mainland China,2020-02-11,1203,505.0,3.0,2020-02-11T23:53:02,,,Chongqing,79.0,Mainland China,1439323.7759999998,3.5085920792848765e-07,3.508592079284876e-05,21
Mainland China,2020-02-11,1204,487.0,1.0,2020-02-11T11:23:04,,,Shandong,80.0,Mainland China,1439323.7759999998,3.3835333517064054e-07,3.383533351706406e-05,21
Mainland China,2020-02-11,1205,417.0,1.0,2020-02-11T11:23:04,,,Sichuan,85.0,Mainland China,1439323.7759999998,2.897193855567908e-07,2.897193855567908e-05,21
Mainland China,2020-02-11,1206,360.0,8.0,2020-02-11T11:23:04,,,Heilongjiang,28.0,Mainland China,1439323.7759999998,2.501174551569417e-07,2.501174551569417e-05,21
Mainland China,2020-02-11,1207,342.0,3.0,2020-02-11T03:03:07,,,Beijing,48.0,Mainland China,1439323.7759999998,2.3761158239909462e-07,2.3761158239909462e-05,21
Mainland China,2020-02-11,1208,303.0,1.0,2020-02-11T06:23:02,,,Shanghai,52.0,Mainland China,1439323.7759999998,2.1051552475709263e-07,2.105155247570926e-05,21
Mainland China,2020-02-11,1209,267.0,0.0,2020-02-11T14:03:05,,,Fujian,45.0,Mainland China,1439323.7759999998,1.8550377924139842e-07,1.8550377924139842e-05,21
Mainland China,2020-02-11,1210,239.0,2.0,2020-02-11T11:23:04,,,Hebei,48.0,Mainland China,1439323.7759999998,1.660501993958585e-07,1.6605019939585852e-05,21
Mainland China,2020-02-11,1211,219.0,0.0,2020-02-11T06:03:16,,,Shaanxi,32.0,Mainland China,1439323.7759999998,1.5215478522047287e-07,1.5215478522047287e-05,21
Mainland China,2020-02-11,1212,215.0,1.0,2020-02-11T11:23:04,,,Guangxi,33.0,Mainland China,1439323.7759999998,1.493757023853957e-07,1.4937570238539576e-05,21
Mainland China,2020-02-11,1213,153.0,0.0,2020-02-11T09:23:04,,,Yunnan,20.0,Mainland China,1439323.7759999998,1.0629991844170023e-07,1.0629991844170022e-05,21
Mainland China,2020-02-11,1214,144.0,3.0,2020-02-11T14:33:02,,,Hainan,20.0,Mainland China,1439323.7759999998,1.0004698206277668e-07,1.0004698206277666e-05,21
Mainland China,2020-02-11,1216,127.0,1.0,2020-02-11T14:03:05,,,Guizhou,17.0,Mainland China,1439323.7759999998,8.823588001369886e-08,8.823588001369886e-06,21
Mainland China,2020-02-11,1217,124.0,0.0,2020-02-11T23:33:02,,,Shanxi,30.0,Mainland China,1439323.7759999998,8.615156788739103e-08,8.615156788739103e-06,21
Mainland China,2020-02-11,1218,111.0,0.0,2020-02-11T12:53:02,,,Liaoning,19.0,Mainland China,1439323.7759999998,7.711954867339035e-08,7.711954867339035e-06,21
Mainland China,2020-02-11,1219,106.0,2.0,2020-02-11T23:13:05,,,Tianjin,10.0,Mainland China,1439323.7759999998,7.364569512954395e-08,7.3645695129543945e-06,21
Mainland China,2020-02-12,1268,33366.0,1068.0,2020-02-12T14:13:08,,,Hubei,2686.0,Mainland China,1439323.7759999998,2.318171946879588e-05,0.0023181719468795877,22
Mainland China,2020-02-12,1269,1219.0,1.0,2020-02-12T12:23:09,,,Guangdong,275.0,Mainland China,1439323.7759999998,8.469254939897554e-07,8.469254939897554e-05,22
Mainland China,2020-02-12,1270,1135.0,8.0,2020-02-12T14:13:08,,,Henan,246.0,Mainland China,1439323.7759999998,7.885647544531356e-07,7.885647544531356e-05,22
Mainland China,2020-02-12,1271,1131.0,0.0,2020-02-12T10:13:20,,,Zhejiang,321.0,Mainland China,1439323.7759999998,7.857856716180584e-07,7.857856716180585e-05,22
Mainland China,2020-02-12,1272,946.0,2.0,2020-02-12T12:43:03,,,Hunan,304.0,Mainland China,1439323.7759999998,6.572530904957412e-07,6.572530904957412e-05,22
Mainland China,2020-02-12,1273,889.0,4.0,2020-02-12T10:13:20,,,Anhui,127.0,Mainland China,1439323.7759999998,6.176511600958922e-07,6.176511600958921e-05,22
Mainland China,2020-02-12,1274,844.0,1.0,2020-02-12T01:23:06,,,Jiangxi,152.0,Mainland China,1439323.7759999998,5.863864782012744e-07,5.863864782012744e-05,22
Mainland China,2020-02-12,1275,543.0,0.0,2020-02-12T14:13:08,,,Jiangsu,125.0,Mainland China,1439323.7759999998,3.7726049486172036e-07,3.772604948617204e-05,22
Mainland China,2020-02-12,1276,518.0,3.0,2020-02-12T23:13:08,,,Chongqing,102.0,Mainland China,1439323.7759999998,3.5989122714248834e-07,3.5989122714248834e-05,22
Mainland China,2020-02-12,1277,497.0,2.0,2020-02-12T11:13:05,,,Shandong,92.0,Mainland China,1439323.7759999998,3.4530104225833337e-07,3.4530104225833344e-05,22
Mainland China,2020-02-12,1278,436.0,1.0,2020-02-12T12:43:03,,,Sichuan,92.0,Mainland China,1439323.7759999998,3.029200290234072e-07,3.0292002902340722e-05,22
Mainland China,2020-02-12,1279,378.0,8.0,2020-02-12T14:13:08,,,Heilongjiang,31.0,Mainland China,1439323.7759999998,2.6262332791478876e-07,2.626233279147888e-05,22
Mainland China,2020-02-12,1280,352.0,3.0,2020-02-12T02:43:03,,,Beijing,56.0,Mainland China,1439323.7759999998,2.445592894867875e-07,2.445592894867874e-05,22
Mainland China,2020-02-12,1281,311.0,1.0,2020-02-12T06:23:08,,,Shanghai,57.0,Mainland China,1439323.7759999998,2.1607369042724685e-07,2.1607369042724685e-05,22
Mainland China,2020-02-12,1282,272.0,0.0,2020-02-12T11:53:02,,,Fujian,53.0,Mainland China,1439323.7759999998,1.8897763278524483e-07,1.8897763278524483e-05,22
Mainland China,2020-02-12,1283,251.0,2.0,2020-02-12T11:13:05,,,Hebei,54.0,Mainland China,1439323.7759999998,1.7438744790108992e-07,1.7438744790108992e-05,22
Mainland China,2020-02-12,1284,225.0,0.0,2020-02-12T11:13:05,,,Shaanxi,43.0,Mainland China,1439323.7759999998,1.5632340947308854e-07,1.5632340947308857e-05,22
Mainland China,2020-02-12,1285,222.0,1.0,2020-02-12T15:03:05,,,Guangxi,32.0,Mainland China,1439323.7759999998,1.542390973467807e-07,1.542390973467807e-05,22
