,date,country,Confirmed,Deaths,Recovered,name,pop2020,PercentOfPopulationConfirmedDecimal,PercentOfPopulationConfirmed,MortalityDecimal,MortalityPercent,active,PercentOfPopulationActiveDecimal,PercentOfPopulationActive,PercentOfPopulationRecoveredDecimal,PercentOfPopulationRecovered
949,2020-02-26,Italy,453.0,12.0,3.0,Italy,60461.826,7.492330780747508e-06,0.0007492330780747508,0.026490066225165563,2.6490066225165565,450.0,7.442712696106797e-06,0.0007492330780747508,4.9618084640711975e-08,4.961808464071197e-06
950,2020-02-26,Japan,189.0,2.0,22.0,Japan,126476.461,1.4943492133291112e-06,0.0001494349213329111,0.010582010582010581,1.0582010582010581,167.0,1.3204038022537648e-06,0.0001494349213329111,1.7394541107534628e-07,1.7394541107534627e-05
951,2020-02-26,Kuwait,26.0,0.0,0.0,Kuwait,4270.571,6.088178840721768e-06,0.0006088178840721768,0.0,0.0,26.0,6.088178840721768e-06,0.0006088178840721768,0.0,0.0
952,2020-02-26,Lebanon,2.0,0.0,0.0,Lebanon,6825.445,2.930211876295245e-07,2.930211876295245e-05,0.0,0.0,2.0,2.930211876295245e-07,2.930211876295245e-05,0.0,0.0
953,2020-02-26,Macau,10.0,0.0,7.0,Macau,649.335,1.540037114894469e-05,0.001540037114894469,0.0,0.0,3.0,4.620111344683407e-06,0.001540037114894469,1.0780259804261282e-05,0.0010780259804261281
954,2020-02-26,Mainland China,78065.0,2715.0,30053.0,Mainland China,1439323.776,5.423727538007404e-05,0.005423727538007404,0.034778710049317874,3.4778710049317874,48012.0,3.335733126943079e-05,0.005423727538007404,2.087994411064325e-05,0.002087994411064325
955,2020-02-26,Malaysia,22.0,0.0,18.0,Malaysia,32365.999,6.797256590164264e-07,6.797256590164265e-05,0.0,0.0,4.0,1.2358648345753208e-07,6.797256590164265e-05,5.561391755588943e-07,5.5613917555889434e-05
956,2020-02-26,Nepal,1.0,0.0,1.0,Nepal,29136.808,3.4320849421803517e-08,3.4320849421803515e-06,0.0,0.0,0.0,0.0,3.4320849421803515e-06,3.4320849421803517e-08,3.4320849421803515e-06
957,2020-02-26,North Macedonia,1.0,0.0,0.0,,,,,0.0,0.0,1.0,,,,
958,2020-02-26,Norway,1.0,0.0,0.0,Norway,5421.241,1.8445960989374942e-07,1.8445960989374943e-05,0.0,0.0,1.0,1.8445960989374942e-07,1.8445960989374943e-05,0.0,0.0
959,2020-02-26,Oman,4.0,0.0,0.0,Oman,5106.626,7.832960549685839e-07,7.83296054968584e-05,0.0,0.0,4.0,7.832960549685839e-07,7.83296054968584e-05,0.0,0.0
960,2020-02-26,Others,705.0,4.0,10.0,,,,,0.005673758865248227,0.5673758865248227,695.0,,,,
961,2020-02-26,Pakistan,2.0,0.0,0.0,Pakistan,220892.34,9.054184495487712e-09,9.054184495487712e-07,0.0,0.0,2.0,9.054184495487712e-09,9.054184495487712e-07,0.0,0.0
962,2020-02-26,Philippines,3.0,1.0,1.0,Philippines,109581.078,2.7376989301017828e-08,2.7376989301017826e-06,0.3333333333333333,33.33333333333333,2.0,1.825132620067855e-08,2.7376989301017826e-06,9.125663100339275e-09,9.125663100339275e-07
963,2020-02-26,Romania,1.0,0.0,0.0,Romania,19237.691,5.198129027023046e-08,5.198129027023046e-06,0.0,0.0,1.0,5.198129027023046e-08,5.198129027023046e-06,0.0,0.0
964,2020-02-26,Russia,2.0,0.0,2.0,Russia,145934.462,1.3704782082247304e-08,1.3704782082247303e-06,0.0,0.0,0.0,0.0,1.3704782082247303e-06,1.3704782082247304e-08,1.3704782082247303e-06
965,2020-02-26,Singapore,93.0,0.0,62.0,Singapore,5850.342,1.589650656320605e-05,0.001589650656320605,0.0,0.0,31.0,5.298835521068683e-06,0.001589650656320605,1.0597671042137366e-05,0.0010597671042137367
966,2020-02-26,South Korea,1261.0,12.0,22.0,South Korea,51269.185,2.459567086935359e-05,0.0024595670869353593,0.00951625693893735,0.9516256938937351,1239.0,2.416656320946003e-05,0.0024595670869353593,4.291076598935598e-07,4.2910765989355984e-05
967,2020-02-26,Spain,13.0,0.0,2.0,Spain,46754.778,2.7804644907093775e-07,2.7804644907093775e-05,0.0,0.0,11.0,2.3527007229079346e-07,2.7804644907093775e-05,4.2776376780144264e-08,4.277637678014427e-06
968,2020-02-26,Sri Lanka,1.0,0.0,1.0,Sri Lanka,21413.249,4.6700059388465526e-08,4.670005938846553e-06,0.0,0.0,0.0,0.0,4.670005938846553e-06,4.6700059388465526e-08,4.670005938846553e-06
969,2020-02-26,Sweden,2.0,0.0,0.0,Sweden,10099.265,1.9803421338087473e-07,1.9803421338087473e-05,0.0,0.0,2.0,1.9803421338087473e-07,1.9803421338087473e-05,0.0,0.0
970,2020-02-26,Switzerland,1.0,0.0,0.0,Switzerland,8654.622,1.1554519654353477e-07,1.1554519654353477e-05,0.0,0.0,1.0,1.1554519654353477e-07,1.1554519654353477e-05,0.0,0.0
971,2020-02-26,Taiwan,32.0,1.0,5.0,Taiwan,23816.775,1.3435908094189914e-06,0.00013435908094189914,0.03125,3.125,27.0,1.133654745447274e-06,0.00013435908094189914,2.099360639717174e-07,2.099360639717174e-05
972,2020-02-26,Thailand,40.0,0.0,22.0,Thailand,69799.978,5.730660832013442e-07,5.730660832013442e-05,0.0,0.0,18.0,2.578797374406049e-07,5.730660832013442e-05,3.1518634576073933e-07,3.151863457607393e-05
973,2020-02-26,UK,13.0,0.0,8.0,,,,,0.0,0.0,5.0,,,,
974,2020-02-26,US,59.0,0.0,6.0,US,331002.651,1.7824630655299495e-07,1.7824630655299495e-05,0.0,0.0,53.0,1.6011956351370733e-07,1.7824630655299495e-05,1.8126743039287623e-08,1.8126743039287624e-06
975,2020-02-26,United Arab Emirates,13.0,0.0,4.0,United Arab Emirates,9890.402,1.3144056227441514e-06,0.00013144056227441515,0.0,0.0,9.0,9.099731234382586e-07,0.00013144056227441515,4.044324993058927e-07,4.044324993058927e-05
976,2020-02-26,Vietnam,16.0,0.0,16.0,Vietnam,97338.579,1.6437470286062014e-07,1.6437470286062014e-05,0.0,0.0,0.0,0.0,1.6437470286062014e-05,1.6437470286062014e-07,1.6437470286062014e-05
977,2020-02-27,Afghanistan,1.0,0.0,0.0,Afghanistan,38928.346,2.5688222150512123e-08,2.568822215051212e-06,0.0,0.0,1.0,2.5688222150512123e-08,2.568822215051212e-06,0.0,0.0
978,2020-02-27,Algeria,1.0,0.0,0.0,Algeria,43851.044,2.2804474164856827e-08,2.2804474164856826e-06,0.0,0.0,1.0,2.2804474164856827e-08,2.2804474164856826e-06,0.0,0.0
979,2020-02-27,Australia,23.0,0.0,11.0,Australia,25499.884,9.019648873696837e-07,9.019648873696838e-05,0.0,0.0,12.0,4.705903760189654e-07,9.019648873696838e-05,4.313745113507183e-07,4.313745113507183e-05
980,2020-02-27,Austria,3.0,0.0,0.0,Austria,9006.398,3.3309653870504055e-07,3.3309653870504056e-05,0.0,0.0,3.0,3.3309653870504055e-07,3.3309653870504056e-05,0.0,0.0
981,2020-02-27,Bahrain,33.0,0.0,0.0,Bahrain,1701.575,1.9393796923438578e-05,0.0019393796923438578,0.0,0.0,33.0,1.9393796923438578e-05,0.0019393796923438578,0.0,0.0
982,2020-02-27,Belgium,1.0,0.0,1.0,Belgium,11589.623,8.628408361514434e-08,8.628408361514435e-06,0.0,0.0,0.0,0.0,8.628408361514435e-06,8.628408361514434e-08,8.628408361514435e-06
983,2020-02-27,Brazil,1.0,0.0,0.0,Brazil,212559.417,4.704566911754373e-09,4.7045669117543726e-07,0.0,0.0,1.0,4.704566911754373e-09,4.7045669117543726e-07,0.0,0.0
984,2020-02-27,Cambodia,1.0,0.0,1.0,Cambodia,16718.965,5.981231493695932e-08,5.981231493695932e-06,0.0,0.0,0.0,0.0,5.981231493695932e-06,5.981231493695932e-08,5.981231493695932e-06
985,2020-02-27,Canada,13.0,0.0,6.0,Canada,37742.154,3.444424502109763e-07,3.444424502109763e-05,0.0,0.0,7.0,1.8546901165206417e-07,3.444424502109763e-05,1.5897343855891213e-07,1.5897343855891213e-05
986,2020-02-27,Croatia,3.0,0.0,0.0,Croatia,4105.267,7.307685468448215e-07,7.307685468448215e-05,0.0,0.0,3.0,7.307685468448215e-07,7.307685468448215e-05,0.0,0.0
987,2020-02-27,Denmark,1.0,0.0,0.0,Denmark,5792.202,1.7264591255622647e-07,1.7264591255622647e-05,0.0,0.0,1.0,1.7264591255622647e-07,1.7264591255622647e-05,0.0,0.0
988,2020-02-27,Egypt,1.0,0.0,0.0,Egypt,102334.404,9.771884731942153e-09,9.771884731942153e-07,0.0,0.0,1.0,9.771884731942153e-09,9.771884731942153e-07,0.0,0.0
989,2020-02-27,Estonia,1.0,0.0,0.0,Estonia,1326.535,7.538436603632773e-07,7.538436603632772e-05,0.0,0.0,1.0,7.538436603632773e-07,7.538436603632772e-05,0.0,0.0
990,2020-02-27,Finland,2.0,0.0,1.0,Finland,5540.72,3.6096391804675203e-07,3.6096391804675206e-05,0.0,0.0,1.0,1.8048195902337602e-07,3.6096391804675206e-05,1.8048195902337602e-07,1.8048195902337603e-05
991,2020-02-27,France,38.0,2.0,11.0,France,65273.511,5.82165711907239e-07,5.82165711907239e-05,0.05263157894736842,5.263157894736842,27.0,4.136440584604067e-07,5.82165711907239e-05,1.6852165344683237e-07,1.6852165344683238e-05
992,2020-02-27,Georgia,1.0,0.0,0.0,Georgia,3989.167,2.5067890113399617e-07,2.5067890113399616e-05,0.0,0.0,1.0,2.5067890113399617e-07,2.5067890113399616e-05,0.0,0.0
993,2020-02-27,Germany,46.0,0.0,16.0,Germany,83783.942,5.490312212810422e-07,5.490312212810422e-05,0.0,0.0,30.0,3.5806383996589705e-07,5.490312212810422e-05,1.909673813151451e-07,1.909673813151451e-05
994,2020-02-27,Greece,3.0,0.0,0.0,Greece,10423.054,2.878235112280911e-07,2.878235112280911e-05,0.0,0.0,3.0,2.878235112280911e-07,2.878235112280911e-05,0.0,0.0
995,2020-02-27,Hong Kong,92.0,2.0,24.0,Hong Kong,7496.981,1.2271606397295125e-05,0.0012271606397295126,0.021739130434782608,2.1739130434782608,68.0,9.070317771913788e-06,0.0012271606397295126,3.2012886253813367e-06,0.00032012886253813367
996,2020-02-27,India,3.0,0.0,3.0,India,1380004.385,2.1739061358127495e-09,2.1739061358127495e-07,0.0,0.0,0.0,0.0,2.1739061358127495e-07,2.1739061358127495e-09,2.1739061358127495e-07
997,2020-02-27,Iran,245.0,26.0,49.0,Iran,83992.949,2.9169115136081245e-06,0.00029169115136081246,0.10612244897959183,10.612244897959183,196.0,2.3335292108864997e-06,0.00029169115136081246,5.833823027216249e-07,5.833823027216249e-05
998,2020-02-27,Iraq,7.0,0.0,0.0,Iraq,40222.493,1.7403197758030564e-07,1.7403197758030562e-05,0.0,0.0,7.0,1.7403197758030564e-07,1.7403197758030562e-05,0.0,0.0
999,2020-02-27,Israel,3.0,0.0,1.0,Israel,8655.535,3.465990259412041e-07,3.465990259412041e-05,0.0,0.0,2.0,2.3106601729413608e-07,3.465990259412041e-05,1.1553300864706804e-07,1.1553300864706805e-05
1000,2020-02-27,Italy,655.0,17.0,45.0,Italy,60461.826,1.0833281813222114e-05,0.0010833281813222113,0.025954198473282442,2.595419847328244,610.0,1.0089010543611436e-05,0.0010833281813222113,7.442712696106796e-07,7.442712696106796e-05
1001,2020-02-27,Japan,214.0,4.0,22.0,Japan,126476.461,1.692014453187459e-06,0.00016920144531874592,0.018691588785046728,1.8691588785046727,192.0,1.518069042112113e-06,0.00016920144531874592,1.7394541107534628e-07,1.7394541107534627e-05
1002,2020-02-27,Kuwait,43.0,0.0,0.0,Kuwait,4270.571,1.006891115965523e-05,0.001006891115965523,0.0,0.0,43.0,1.006891115965523e-05,0.001006891115965523,0.0,0.0
1003,2020-02-27,Lebanon,2.0,0.0,0.0,Lebanon,6825.445,2.930211876295245e-07,2.930211876295245e-05,0.0,0.0,2.0,2.930211876295245e-07,2.930211876295245e-05,0.0,0.0
1004,2020-02-27,Macau,10.0,0.0,8.0,Macau,649.335,1.540037114894469e-05,0.001540037114894469,0.0,0.0,2.0,3.080074229788938e-06,0.001540037114894469,1.2320296919155752e-05,0.0012320296919155751
1005,2020-02-27,Mainland China,78498.0,2744.0,32898.0,Mainland China,1439323.776,5.453811109697114e-05,0.005453811109697114,0.03495630461922597,3.495630461922597,45600.0,3.168154431987928e-05,0.005453811109697114,2.2856566777091856e-05,0.0022856566777091857
1006,2020-02-27,Malaysia,23.0,0.0,18.0,Malaysia,32365.999,7.106222798808095e-07,7.106222798808095e-05,0.0,0.0,5.0,1.544831043219151e-07,7.106222798808095e-05,5.561391755588943e-07,5.5613917555889434e-05
1007,2020-02-27,Nepal,1.0,0.0,1.0,Nepal,29136.808,3.4320849421803517e-08,3.4320849421803515e-06,0.0,0.0,0.0,0.0,3.4320849421803515e-06,3.4320849421803517e-08,3.4320849421803515e-06
1008,2020-02-27,Netherlands,1.0,0.0,0.0,Netherlands,17134.872,5.836051766246051e-08,5.836051766246051e-06,0.0,0.0,1.0,5.836051766246051e-08,5.836051766246051e-06,0.0,0.0
1009,2020-02-27,North Macedonia,1.0,0.0,0.0,,,,,0.0,0.0,1.0,,,,
1010,2020-02-27,Norway,1.0,0.0,0.0,Norway,5421.241,1.8445960989374942e-07,1.8445960989374943e-05,0.0,0.0,1.0,1.8445960989374942e-07,1.8445960989374943e-05,0.0,0.0
1011,2020-02-27,Oman,4.0,0.0,0.0,Oman,5106.626,7.832960549685839e-07,7.83296054968584e-05,0.0,0.0,4.0,7.832960549685839e-07,7.83296054968584e-05,0.0,0.0
1012,2020-02-27,Others,705.0,4.0,10.0,,,,,0.005673758865248227,0.5673758865248227,695.0,,,,
1013,2020-02-27,Pakistan,2.0,0.0,0.0,Pakistan,220892.34,9.054184495487712e-09,9.054184495487712e-07,0.0,0.0,2.0,9.054184495487712e-09,9.054184495487712e-07,0.0,0.0
1014,2020-02-27,Philippines,3.0,1.0,1.0,Philippines,109581.078,2.7376989301017828e-08,2.7376989301017826e-06,0.3333333333333333,33.33333333333333,2.0,1.825132620067855e-08,2.7376989301017826e-06,9.125663100339275e-09,9.125663100339275e-07
1015,2020-02-27,Romania,1.0,0.0,0.0,Romania,19237.691,5.198129027023046e-08,5.198129027023046e-06,0.0,0.0,1.0,5.198129027023046e-08,5.198129027023046e-06,0.0,0.0
1016,2020-02-27,Russia,2.0,0.0,2.0,Russia,145934.462,1.3704782082247304e-08,1.3704782082247303e-06,0.0,0.0,0.0,0.0,1.3704782082247303e-06,1.3704782082247304e-08,1.3704782082247303e-06
1017,2020-02-27,San Marino,1.0,0.0,0.0,San Marino,33.931,2.9471574666234418e-05,0.002947157466623442,0.0,0.0,1.0,2.9471574666234418e-05,0.002947157466623442,0.0,0.0
1018,2020-02-27,Singapore,93.0,0.0,62.0,Singapore,5850.342,1.589650656320605e-05,0.001589650656320605,0.0,0.0,31.0,5.298835521068683e-06,0.001589650656320605,1.0597671042137366e-05,0.0010597671042137367
1019,2020-02-27,South Korea,1766.0,13.0,22.0,South Korea,51269.185,3.444564215327394e-05,0.003444564215327394,0.007361268403171008,0.7361268403171007,1744.0,3.401653449338038e-05,0.003444564215327394,4.291076598935598e-07,4.2910765989355984e-05
1020,2020-02-27,Spain,15.0,0.0,2.0,Spain,46754.778,3.20822825851082e-07,3.20822825851082e-05,0.0,0.0,13.0,2.7804644907093775e-07,3.20822825851082e-05,4.2776376780144264e-08,4.277637678014427e-06
1021,2020-02-27,Sri Lanka,1.0,0.0,1.0,Sri Lanka,21413.249,4.6700059388465526e-08,4.670005938846553e-06,0.0,0.0,0.0,0.0,4.670005938846553e-06,4.6700059388465526e-08,4.670005938846553e-06
1022,2020-02-27,Sweden,7.0,0.0,0.0,Sweden,10099.265,6.931197468330616e-07,6.931197468330617e-05,0.0,0.0,7.0,6.931197468330616e-07,6.931197468330617e-05,0.0,0.0
1023,2020-02-27,Switzerland,8.0,0.0,0.0,Switzerland,8654.622,9.243615723482782e-07,9.243615723482781e-05,0.0,0.0,8.0,9.243615723482782e-07,9.243615723482781e-05,0.0,0.0
1024,2020-02-27,Taiwan,32.0,1.0,5.0,Taiwan,23816.775,1.3435908094189914e-06,0.00013435908094189914,0.03125,3.125,27.0,1.133654745447274e-06,0.00013435908094189914,2.099360639717174e-07,2.099360639717174e-05
1025,2020-02-27,Thailand,40.0,0.0,22.0,Thailand,69799.978,5.730660832013442e-07,5.730660832013442e-05,0.0,0.0,18.0,2.578797374406049e-07,5.730660832013442e-05,3.1518634576073933e-07,3.151863457607393e-05
1026,2020-02-27,UK,15.0,0.0,8.0,,,,,0.0,0.0,7.0,,,,
1027,2020-02-27,US,60.0,0.0,6.0,US,331002.651,1.8126743039287622e-07,1.8126743039287622e-05,0.0,0.0,54.0,1.631406873535886e-07,1.8126743039287622e-05,1.8126743039287623e-08,1.8126743039287624e-06
1028,2020-02-27,United Arab Emirates,13.0,0.0,4.0,United Arab Emirates,9890.402,1.3144056227441514e-06,0.00013144056227441515,0.0,0.0,9.0,9.099731234382586e-07,0.00013144056227441515,4.044324993058927e-07,4.044324993058927e-05
1029,2020-02-27,Vietnam,16.0,0.0,16.0,Vietnam,97338.579,1.6437470286062014e-07,1.6437470286062014e-05,0.0,0.0,0.0,0.0,1.6437470286062014e-05,1.6437470286062014e-07,1.6437470286062014e-05
1030,2020-02-28, Azerbaijan,1.0,0.0,0.0,,,,,0.0,0.0,1.0,,,,
1031,2020-02-28,Afghanistan,1.0,0.0,0.0,Afghanistan,38928.346,2.5688222150512123e-08,2.568822215051212e-06,0.0,0.0,1.0,2.5688222150512123e-08,2.568822215051212e-06,0.0,0.0
1032,2020-02-28,Algeria,1.0,0.0,0.0,Algeria,43851.044,2.2804474164856827e-08,2.2804474164856826e-06,0.0,0.0,1.0,2.2804474164856827e-08,2.2804474164856826e-06,0.0,0.0
1033,2020-02-28,Australia,23.0,0.0,11.0,Australia,25499.884,9.019648873696837e-07,9.019648873696838e-05,0.0,0.0,12.0,4.705903760189654e-07,9.019648873696838e-05,4.313745113507183e-07,4.313745113507183e-05
1034,2020-02-28,Austria,3.0,0.0,0.0,Austria,9006.398,3.3309653870504055e-07,3.3309653870504056e-05,0.0,0.0,3.0,3.3309653870504055e-07,3.3309653870504056e-05,0.0,0.0
1035,2020-02-28,Bahrain,36.0,0.0,0.0,Bahrain,1701.575,2.1156869371023903e-05,0.0021156869371023903,0.0,0.0,36.0,2.1156869371023903e-05,0.0021156869371023903,0.0,0.0
1036,2020-02-28,Belarus,1.0,0.0,0.0,Belarus,9449.323,1.058276873380241e-07,1.058276873380241e-05,0.0,0.0,1.0,1.058276873380241e-07,1.058276873380241e-05,0.0,0.0
1037,2020-02-28,Belgium,1.0,0.0,1.0,Belgium,11589.623,8.628408361514434e-08,8.628408361514435e-06,0.0,0.0,0.0,0.0,8.628408361514435e-06,8.628408361514434e-08,8.628408361514435e-06
1038,2020-02-28,Brazil,1.0,0.0,0.0,Brazil,212559.417,4.704566911754373e-09,4.7045669117543726e-07,0.0,0.0,1.0,4.704566911754373e-09,4.7045669117543726e-07,0.0,0.0
1039,2020-02-28,Cambodia,1.0,0.0,1.0,Cambodia,16718.965,5.981231493695932e-08,5.981231493695932e-06,0.0,0.0,0.0,0.0,5.981231493695932e-06,5.981231493695932e-08,5.981231493695932e-06
1040,2020-02-28,Canada,14.0,0.0,6.0,Canada,37742.154,3.7093802330412833e-07,3.7093802330412834e-05,0.0,0.0,8.0,2.1196458474521618e-07,3.7093802330412834e-05,1.5897343855891213e-07,1.5897343855891213e-05
1041,2020-02-28,Croatia,5.0,0.0,0.0,Croatia,4105.267,1.2179475780747026e-06,0.00012179475780747026,0.0,0.0,5.0,1.2179475780747026e-06,0.00012179475780747026,0.0,0.0
1042,2020-02-28,Denmark,1.0,0.0,0.0,Denmark,5792.202,1.7264591255622647e-07,1.7264591255622647e-05,0.0,0.0,1.0,1.7264591255622647e-07,1.7264591255622647e-05,0.0,0.0
1043,2020-02-28,Egypt,1.0,0.0,1.0,Egypt,102334.404,9.771884731942153e-09,9.771884731942153e-07,0.0,0.0,0.0,0.0,9.771884731942153e-07,9.771884731942153e-09,9.771884731942153e-07
1044,2020-02-28,Estonia,1.0,0.0,0.0,Estonia,1326.535,7.538436603632773e-07,7.538436603632772e-05,0.0,0.0,1.0,7.538436603632773e-07,7.538436603632772e-05,0.0,0.0
1045,2020-02-28,Finland,2.0,0.0,1.0,Finland,5540.72,3.6096391804675203e-07,3.6096391804675206e-05,0.0,0.0,1.0,1.8048195902337602e-07,3.6096391804675206e-05,1.8048195902337602e-07,1.8048195902337603e-05
1046,2020-02-28,France,57.0,2.0,11.0,France,65273.511,8.732485678608586e-07,8.732485678608586e-05,0.03508771929824561,3.508771929824561,46.0,7.047269144140262e-07,8.732485678608586e-05,1.6852165344683237e-07,1.6852165344683238e-05
1047,2020-02-28,Georgia,1.0,0.0,0.0,Georgia,3989.167,2.5067890113399617e-07,2.5067890113399616e-05,0.0,0.0,1.0,2.5067890113399617e-07,2.5067890113399616e-05,0.0,0.0
1048,2020-02-28,Germany,48.0,0.0,16.0,Germany,83783.942,5.729021439454353e-07,5.729021439454353e-05,0.0,0.0,32.0,3.819347626302902e-07,5.729021439454353e-05,1.909673813151451e-07,1.909673813151451e-05
1049,2020-02-28,Greece,4.0,0.0,0.0,Greece,10423.054,3.8376468163745484e-07,3.837646816374548e-05,0.0,0.0,4.0,3.8376468163745484e-07,3.837646816374548e-05,0.0,0.0
1050,2020-02-28,Hong Kong,94.0,2.0,30.0,Hong Kong,7496.981,1.2538380449410236e-05,0.0012538380449410235,0.02127659574468085,2.127659574468085,64.0,8.536769667683564e-06,0.0012538380449410235,4.001610781726671e-06,0.00040016107817266713
1051,2020-02-28,Iceland,1.0,0.0,0.0,Iceland,341.243,2.93046304246534e-06,0.00029304630424653404,0.0,0.0,1.0,2.93046304246534e-06,0.00029304630424653404,0.0,0.0
1052,2020-02-28,India,3.0,0.0,3.0,India,1380004.385,2.1739061358127495e-09,2.1739061358127495e-07,0.0,0.0,0.0,0.0,2.1739061358127495e-07,2.1739061358127495e-09,2.1739061358127495e-07
1053,2020-02-28,Iran,388.0,34.0,73.0,Iran,83992.949,4.6194353766528665e-06,0.0004619435376652867,0.08762886597938144,8.762886597938143,315.0,3.7503148032104457e-06,0.0004619435376652867,8.691205734424207e-07,8.691205734424208e-05
1054,2020-02-28,Iraq,7.0,0.0,0.0,Iraq,40222.493,1.7403197758030564e-07,1.7403197758030562e-05,0.0,0.0,7.0,1.7403197758030564e-07,1.7403197758030562e-05,0.0,0.0
1055,2020-02-28,Israel,4.0,0.0,1.0,Israel,8655.535,4.6213203458827215e-07,4.621320345882722e-05,0.0,0.0,3.0,3.465990259412041e-07,4.621320345882722e-05,1.1553300864706804e-07,1.1553300864706805e-05
1056,2020-02-28,Italy,888.0,21.0,46.0,Italy,60461.826,1.4686953053650745e-05,0.0014686953053650745,0.02364864864864865,2.364864864864865,842.0,1.3926142422493162e-05,0.0014686953053650745,7.608106311575836e-07,7.608106311575837e-05
1057,2020-02-28,Japan,228.0,4.0,22.0,Japan,126476.461,1.802706987508134e-06,0.0001802706987508134,0.017543859649122806,1.7543859649122806,206.0,1.6287615764327878e-06,0.0001802706987508134,1.7394541107534628e-07,1.7394541107534627e-05
1058,2020-02-28,Kuwait,45.0,0.0,0.0,Kuwait,4270.571,1.053723260894152e-05,0.001053723260894152,0.0,0.0,45.0,1.053723260894152e-05,0.001053723260894152,0.0,0.0
1059,2020-02-28,Lebanon,2.0,0.0,0.0,Lebanon,6825.445,2.930211876295245e-07,2.930211876295245e-05,0.0,0.0,2.0,2.930211876295245e-07,2.930211876295245e-05,0.0,0.0
1060,2020-02-28,Lithuania,1.0,0.0,0.0,Lithuania,2722.289,3.673379277512417e-07,3.673379277512417e-05,0.0,0.0,1.0,3.673379277512417e-07,3.673379277512417e-05,0.0,0.0
1061,2020-02-28,Macau,10.0,0.0,8.0,Macau,649.335,1.540037114894469e-05,0.001540037114894469,0.0,0.0,2.0,3.080074229788938e-06,0.001540037114894469,1.2320296919155752e-05,0.0012320296919155751
1062,2020-02-28,Mainland China,78824.0,2788.0,36291.0,Mainland China,1439323.776,5.4764606348029925e-05,0.005476460634802992,0.03536993808992185,3.536993808992185,42533.0,2.955068255608389e-05,0.005476460634802992,2.521392379194603e-05,0.002521392379194603
1063,2020-02-28,Malaysia,23.0,0.0,18.0,Malaysia,32365.999,7.106222798808095e-07,7.106222798808095e-05,0.0,0.0,5.0,1.544831043219151e-07,7.106222798808095e-05,5.561391755588943e-07,5.5613917555889434e-05
1064,2020-02-28,Mexico,1.0,0.0,0.0,Mexico,128932.753,7.755981135375276e-09,7.755981135375276e-07,0.0,0.0,1.0,7.755981135375276e-09,7.755981135375276e-07,0.0,0.0
1065,2020-02-28,Nepal,1.0,0.0,1.0,Nepal,29136.808,3.4320849421803517e-08,3.4320849421803515e-06,0.0,0.0,0.0,0.0,3.4320849421803515e-06,3.4320849421803517e-08,3.4320849421803515e-06
1066,2020-02-28,Netherlands,1.0,0.0,0.0,Netherlands,17134.872,5.836051766246051e-08,5.836051766246051e-06,0.0,0.0,1.0,5.836051766246051e-08,5.836051766246051e-06,0.0,0.0
1067,2020-02-28,New Zealand,1.0,0.0,0.0,New Zealand,4822.233,2.0737280840639596e-07,2.0737280840639594e-05,0.0,0.0,1.0,2.0737280840639596e-07,2.0737280840639594e-05,0.0,0.0
1068,2020-02-28,Nigeria,1.0,0.0,0.0,Nigeria,206139.589,4.8510817589725575e-09,4.851081758972558e-07,0.0,0.0,1.0,4.8510817589725575e-09,4.851081758972558e-07,0.0,0.0
1069,2020-02-28,North Ireland,1.0,0.0,0.0,,,,,0.0,0.0,1.0,,,,
1070,2020-02-28,North Macedonia,1.0,0.0,0.0,,,,,0.0,0.0,1.0,,,,
1071,2020-02-28,Norway,6.0,0.0,0.0,Norway,5421.241,1.1067576593624966e-06,0.00011067576593624967,0.0,0.0,6.0,1.1067576593624966e-06,0.00011067576593624967,0.0,0.0
1072,2020-02-28,Oman,4.0,0.0,0.0,Oman,5106.626,7.832960549685839e-07,7.83296054968584e-05,0.0,0.0,4.0,7.832960549685839e-07,7.83296054968584e-05,0.0,0.0
1073,2020-02-28,Others,705.0,6.0,10.0,,,,,0.00851063829787234,0.851063829787234,695.0,,,,
1074,2020-02-28,Pakistan,2.0,0.0,0.0,Pakistan,220892.34,9.054184495487712e-09,9.054184495487712e-07,0.0,0.0,2.0,9.054184495487712e-09,9.054184495487712e-07,0.0,0.0
1075,2020-02-28,Philippines,3.0,1.0,1.0,Philippines,109581.078,2.7376989301017828e-08,2.7376989301017826e-06,0.3333333333333333,33.33333333333333,2.0,1.825132620067855e-08,2.7376989301017826e-06,9.125663100339275e-09,9.125663100339275e-07
1076,2020-02-28,Romania,3.0,0.0,0.0,Romania,19237.691,1.5594387081069136e-07,1.5594387081069136e-05,0.0,0.0,3.0,1.5594387081069136e-07,1.5594387081069136e-05,0.0,0.0
1077,2020-02-28,Russia,2.0,0.0,2.0,Russia,145934.462,1.3704782082247304e-08,1.3704782082247303e-06,0.0,0.0,0.0,0.0,1.3704782082247303e-06,1.3704782082247304e-08,1.3704782082247303e-06
1078,2020-02-28,San Marino,1.0,0.0,0.0,San Marino,33.931,2.9471574666234418e-05,0.002947157466623442,0.0,0.0,1.0,2.9471574666234418e-05,0.002947157466623442,0.0,0.0
1079,2020-02-28,Singapore,93.0,0.0,62.0,Singapore,5850.342,1.589650656320605e-05,0.001589650656320605,0.0,0.0,31.0,5.298835521068683e-06,0.001589650656320605,1.0597671042137366e-05,0.0010597671042137367
